nan-x-cha,nan-x-cha-Latn-puj,zh-TW,en-US,nan-x-cha_source_type,nan-x-cha_source_ref,nan-x-cha_tags,nan-x-cha_collection_id,nan-x-cha-Latn-puj_collection_id
門閂,mn̂g-tshuàⁿ,門閂,bolt,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
閂門,tshuàⁿ-mn̂g,閂門,bolt a door,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
開單,khui-tuaⁿ,開賬,to make out an account,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
開帆,khui-phâng,揚帆,to unfurl sail,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|行船,2034669892,1118230472
開放,khai-pàng,開放,withdraw,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
開花,khui-hue,開花,blossom,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
閏月,zūn-gu̍eh,閏月,an intercalary moon,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
閒遊,ôiⁿ-iû,閒逛,saunter,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|行動,2034669892,1118230472
閘路,tsa̍h-lōu,閘路,obstruct,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
闊,khuah,寬,broad|wide,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
闊達,khuah-ta̍t,(心胸)寬廣,人|品評,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阮,ún,我們(不包含聽者),we (not including the person addressed.),汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
阿丈,a-tiẽⁿ,阿丈,paternal aunt's husband|maternal aunt's husband,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿伯,a-peh,伯伯,"granduncle's child, elder|elder paternal uncle|husband's elder brother",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿兄,a-hiaⁿ,哥哥,brother,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿公,a-kong,爺爺,grandfather,考釋|汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
阿叔,a-chek,叔叔,"granduncle's child, younger|younger paternal uncle|husband's younger brother",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿奴,a-nou,僕人,servant,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿奶,a-nái,女士,lady,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿妗,a-kĩm,舅母,maternal uncle's wife,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
阿妹,a-mūe,妹妹,sister,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿姆,a-ḿ,阿姆,elder paternal uncle's wife,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿姐,a-ché,姐姐,sister,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿姑,a-kou,姑姑,paternal aunt,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿姨,a-î,阿姨,maternal aunt|wife's sisters,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿娘,a-niêⁿ,夫人,lady,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
阿娘囝,a-niêⁿ-kiáⁿ,小姐,miss,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
阿媽,a-má,奶奶,grandmother,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
阿嫂,a-só,嫂嫂,elder brother's wife,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿嬭,a-ne,媽媽,mother,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿嬭,a-ni,奶媽(面稱),,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
阿嬸,a-sím,嬸嬸,younger paternal uncle's wife,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿孥,a-nôu,孩兒,boy|child|infant,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿弟,a-tĩ,弟弟,brother,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿旦,a-tuàⁿ,演員,actor,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿母,a-bó,媽媽,mother,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿父,a-pẽ,爸爸,father,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿爸,a-pa,爸爸,father,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿爹,a-tia,爸爸,father,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿總,a-tsóng,警察,policeman,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿舅,a-kũ,舅舅,maternal uncle|wife's brothers,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿舍,a-sià,富少,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
阿郎,a-nn̂g,阿郎,sister's husband,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
阿𡟓(U+217D3),a-âi,媽媽,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
陂,pi,哨子,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|行船,2034669892,1118230472
降服,hâng-ho̍k,降服,surrender,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
降級,kàng-khip,降級,degrade,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
除,tṳ̂,減,annoy|deduct|exclude|subtract|tease|to subtract,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
除掉,tṳ̂-tiāu,除掉,abolish,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
除斷,tṳ̂-tñg,除斷,tease,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
除法,tṳ̂-huap,除法,subtraction,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
陽車火船,iâng-chhia húe-tsûn,明輪船,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|行船,2034669892,1118230472
隔奶,keh-nĩ,斷奶,wean,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,飲食,2034669892,1118230472
隨時,sûi-sî,隨時,immediately,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
險險,hiám-hiám,險險,almost,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雀盲,chiauh-mê,夜盲,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
雄,hiông,快,fast,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
雅,ngiá,漂亮,beautiful|pretty,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
雅在,ngiá-tsãi,很漂亮,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
雖然,sui-jiên,雖然,although,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雙生,sang-seⁿ,雙生,twins,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雜物,tsa̍p-mu̍eh,雜物,miscellaneous articles,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雜疾,tsa̍p-chi̍t,不舒坦,人|情緒,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雞卵粿,koi-nñg-kúe,蛋糕,sponge cake,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雞囝,koi-kiáⁿ,雞囝,chicken,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雞毛筅,koi-mô-tshóiⁿ,雞毛撣子,featherduster,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
雞翁,koi-ang,公雞,cock,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,動物|家禽,2034669892,1118230472
雞鴨,koi-ah,雞鴨,poultry,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
離別,lî-pie̍t,離別,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
離經,lî-keng,離經,dangerous|horrible,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
離開,lî-khui,離開,depart,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雨傘,hõu-suàⁿ,雨傘,an umbrella,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雨囝,hõu-kiáⁿ,雨點,drizzle,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雪帽,soh-bō,雪帽,hood,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雪柑,soh-kaⁿ,雪柑,common orange,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雪雪白,soh-soh-pe̍h,雪白,snowwhite,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
零ló,lân-ló,一些|零星,little|some,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
零san,lân-san,零星,miscellaneous,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
零san賣,lân-san-bōi,零售,retail,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
雷公,lûi-kong,雷公,"thunder, lightning",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
雹,pha̍k,冰雹,hail,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,天地,2034669892,1118230472
電報,tiẽn-pò,電報,telegram,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
電報線,tiẽn-pò-suàⁿ,電報線,telegraph,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
霧水,bū-tsúi,霧水,spurt,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
露水,lōu-tsúi,露水,dew,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
靈精,lêng-cheng,機靈,lively,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
靈魂,lêng-hûn,靈魂,soul,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
青天,chheⁿ-thiⁿ,青天,sky,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
青布,chheⁿ-pòu,青布,blue cloth,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
青番,chheⁿ-huan,青番,savage,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
青盲,chheⁿ-mê,瞎,blind,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
青青,chheⁿ-chheⁿ,青青,pale|pale in fright,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
靜靜,chẽⁿ-chẽⁿ,靜靜,quiet|silent,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
面,mīn,臉,page|face,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|身體,2034669892,1118230472
面䩍(U+4A4D)䩍青,mīn-liau-liau-chheⁿ,臉色蒼白,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
面布,mīn-pòu,(洗臉用)毛巾,a towel for the face,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
面會,mīn-hũe,會面,to meet together (so as to see if the accounts of each other correspond.),汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
面桶,mīn-tháng,面桶,do. (wooden.),汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
面桶架,mīn-tháng-kè,面桶架,do. stand,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
面皮,mīn-phûe,臉皮,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|身體,2034669892,1118230472
面盆,mīn-phûn,臉盆,a wash basin,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
面色,mīn-sek,面色,complexion,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鞋刷,ôi-sueh,鞋刷,shoe brush,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鞋帶,ôi-tuà,鞋帶,latchet,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鞋底,ôi-tói,鞋底,sole of shoe,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鞋拖,ôi-thua,拖鞋,slippers,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,打扮,2034669892,1118230472
頃囝,khùn-kiáⁿ,一會兒,awhile,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
順流,sũn-lâu,順流,fair tide,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
順風,sũn-huang,順風,fair wind,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
預,ṳ̃,準備,prepare,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|行動,2034669892,1118230472
預備,ṳ̃-pĩ,預備,prepare,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
頓手,tùn-chhiú,握手,shake hands,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
領事官,niá-sṳ̄-kuaⁿ,領事官,consul,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
領事府,niá-sṳ̄-hú,領事府,consul,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
頭kṳ̂,thâu-kṳ̂,船首斜桅,bowsprit,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
頭儂,thâu-nâng,頭目,ringleader,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,法律,2034669892,1118230472
頭家,thâu-ke,老闆,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
頭布,thâu-pòu,頭巾,turban,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,打扮,2034669892,1118230472
頭彩,thâu-tshái,頭彩,commencement,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
頭殼,thâu-khak,腦殼,head,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
頭殼碗,thâu-khak-uáⁿ,腦殼,skull,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
頭殼髓,thâu-khak-tshúe,頭殼髓,brain,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
頭毛,thâu-mô,頭髮,"hair of the head, (human.)",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|身體,2034669892,1118230472
頭眩,thâu-hîn,頭痛,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
頭路,thâu-lōu,工作,employment,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
頰溝,kih-kau,臉頰,cheek|cheeks,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|身體,2034669892,1118230472
頷,ãm,頸,neck,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|身體,2034669892,1118230472
頷幋,ãm-phuân,圍巾,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,打扮,2034669892,1118230472
頷幔,ãm-mua,圍巾,打扮,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
頷領,ãm-niá,衣領,collar|a collar,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,打扮,2034669892,1118230472
題錢,tôi-chîⁿ,捐錢,contribute|subscribe,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
